Place,Lat,Lon,Globvalue
"Omaha, Nebraska",41.25626,-95.94043,0.130141587
"Ontario, California",34.06334,-117.65089,0.104972896
"Orange, California",33.78779,-117.85311,0.093023847
"Orange, New Jersey",40.76732,-74.20487,0
"Orangetown, New York",41.05899,-74.02181,0
"Orangevale, California",38.67851,-121.22578,0
"Oregon City, Oregon",45.52345,-122.67621,0.488161518
"Orem, Utah",40.2969,-111.69465,0.694442091
"Orland Park, Illinois",41.63031,-87.85394,0.388505747
"Orlando, Florida",28.53834,-81.37924,0.387370849
"Ormond Beach, Florida",29.28581,-81.05589,0.180054989
"Oro Valley, Arizona",32.39091,-110.96649,0.640213696
"Oshkosh, Wisconsin",44.02471,-88.54261,0
"Oswego, Illinois",41.68281,-88.35146,0.45189683
"Overland Park, Kansas",38.98223,-94.67079,0.330371887
"Oviedo, Florida",28.67,-81.20812,0.160941687
"Owasso, Oklahoma",36.26954,-95.85471,0
"Owensboro, Kentucky",37.77422,-87.11333,0.491874243
"Owings Mills, Maryland",39.41955,-76.78025,0
"Oxnard, California",34.1975,-119.17705,0.36281059
"Oxon Hill-Glassmanor, Maryland",38.79615,-76.97499,0
"Pacifica, California",37.61383,-122.48692,0.423745024
"Pahrump, Nevada",36.20829,-115.98391,0.433193028
"Palatine, Illinois",42.1103,-88.03424,0.160186537
"Palm Bay, Florida",28.03446,-80.58866,0.222819473
"Palm Beach Gardens, Florida",26.82339,-80.13865,0
"Palm Coast, Florida",29.58497,-81.20784,0.140753525
"Palm Desert, California",33.72255,-116.37697,0.234668461
"Palm Harbor, Florida",28.07807,-82.76371,0.327409752
"Palm Springs, California",33.8303,-116.54529,0.643342699
"Palmdale, California",34.57943,-118.11646,0.469141595
"Palo Alto, California",37.44188,-122.14302,0.112036771
"Palos Verdes, California",33.74446,-118.38702,0
"Panama City, Florida",30.15946,-85.65983,0.068504866
"Paradise, Nevada",36.09719,-115.14666,0.716101695
"Paramount, California",33.88946,-118.15979,0.496532769
"Park Ridge, Illinois",42.01114,-87.84062,0
"Parker, Colorado",39.5186,-104.76136,0.200915736
"Parkersburg, West Virginia",39.26674,-81.56151,0
"Parkland, Washington",47.15538,-122.43401,0
"Parkville, Maryland",39.37733,-76.53969,0
"Parkway-South Sacramento, California",38.5094,-121.45332,0
"Parma, Ohio",41.40477,-81.72291,0.371673452
"Pasadena, California",34.14778,-118.14452,0.156398978
"Pasadena, Texas",29.69106,-95.2091,0.454197321
"Pasco, Washington",46.23958,-119.10057,0.102300242
"Paso Robles, California",35.62664,-120.691,0
"Passaic, New Jersey",40.91677,-74.17181,0.187829953
"Paterson, New Jersey",40.91677,-74.17181,0
"Pawtucket, Rhode Island",41.87871,-71.38256,0
"Peabody, Massachusetts",42.52787,-70.92866,0
"Peachtree City, Georgia",33.39678,-84.59576,0.448300896
"Pearl City, Hawaii",21.39734,-157.97516,0
"Pearland, Texas",29.56357,-95.28605,0.642799947
"Pekin, Illinois",40.56754,-89.64066,1.339722543
"Pembroke Pines, Florida",26.00315,-80.22394,0.14960993
"Pendleton, California",33.30125,-117.35515,0
"Penfield, New York",43.13034,-77.47555,0
"Penn Hills, Pennsylvania",40.50118,-79.83922,0
"Pennsauken, New Jersey",39.95622,-75.05795,0
"Pensacola, Florida",30.42131,-87.21691,0.220002441
"Peoria, Arizona",33.5806,-112.23738,0.149127331
"Peoria, Illinois",40.69365,-89.58899,0.671096586
"Perinton, New York",43.09867,-77.44194,0
"Perris Valley, California",33.76085,-117.21837,0
"Perris, California",33.78252,-117.22865,0
"Perth Amboy, New Jersey",40.50677,-74.26542,0
"Petaluma, California",38.23242,-122.63665,0.796132497
"Petersburg, Virginia",37.22793,-77.40193,0.288750683
"Pflugerville, Texas",30.43937,-97.62,0.204600484
"Pharr, Texas",26.1948,-98.18362,0.518483126
"Phenix City, Alabama",32.47098,-85.00077,0
"Philadelphia, Pennsylvania",39.95233,-75.16379,0.289359657
"Phoenix, Arizona",33.44838,-112.07404,0.213020865
"Pico Rivera, California",33.98307,-118.09673,0.618711865
"Pikesville, Maryland",39.37427,-76.72247,0
"Pine Bluff, Arkansas",34.22843,-92.0032,0
"Pine Hills, Florida",28.55778,-81.4534,0
"Pinellas Park, Florida",27.8428,-82.69954,0
"Pittsburg, California",38.02798,-121.88468,0
"Pittsburgh, Pennsylvania",40.44062,-79.99589,0.29633553
"Pittsfield, Massachusetts",42.45008,-73.24538,0
"Placentia, California",33.87224,-117.87034,0.35005234
"Plainfield, Illinois",41.62697,-88.20395,0
"Plainfield, Indiana",39.70421,-86.39944,0.314238718
"Plainfield, New Jersey",40.63371,-74.40737,1.053745499
"Plano, Texas",33.01984,-96.69889,0.223400841
"Plant City, Florida",28.01888,-82.11469,0.375846615
"Plantation, Florida",26.13421,-80.23184,0.341294773
"Pleasant Grove, Utah",40.36412,-111.73854,0.405133986
"Pleasant Hill, California",37.94798,-122.0608,0
"Pleasanton, California",37.66243,-121.87468,0
"Plymouth, Minnesota",45.01052,-93.45551,0.598301416
"Pocatello, Idaho",42.8713,-112.44553,0.307438649
"Poinciana, Florida",28.14029,-81.45841,0.220007147
"Pomona, California",34.05529,-117.75228,0.110400261
"Pompano Beach, Florida",26.23786,-80.12477,0.136464663
"Ponte Vedra, Florida",30.23969,-81.38564,0
"Pontiac, Michigan",42.63892,-83.29105,0.522534326
"Pontiac, South Carolina",34.96762,-82.44345,0
"Port Arthur, Texas",29.88519,-93.94233,0.320399817
"Port Charlotte, Florida",26.97617,-82.09064,0.348468895
"Port Orange, Florida",29.13832,-80.99561,0
"Port St. Lucie, Florida",27.29393,-80.35033,0
"Portage, Indiana",41.68338,-86.25001,0
"Portage, Michigan",42.20115,-85.58,0.438611821
"Porterville, California",36.06523,-119.01677,0
"Portland, Maine",43.66147,-70.25533,0.322262832
"Portland, Oregon",45.52345,-122.67621,0.559348836
"Portsmouth, Virginia",36.83543,-76.29827,0.230469511
"Potomac, Maryland",39.01817,-77.20859,0
"Poughkeepsie, New York",41.70037,-73.92097,1.014051345
"Poway, California",32.96282,-117.03586,0.375842938
"Prattville, Alabama",32.46402,-86.4597,0.432695974
"Prescott Valley, Arizona",34.61002,-112.31572,0
"Prescott, Arizona",34.54002,-112.4685,0.317152419
"Princeton, New Jersey",40.34872,-74.65905,0.247520428
"Providence, Rhode Island",41.82399,-71.41283,0.183407046
"Provo, Utah",40.23384,-111.65853,0.147533828
"Pueblo, Colorado",38.25445,-104.60914,0.384695431
"Pullman, Washington",46.73127,-117.17962,0.501172414
"Puyallup, Washington",47.18538,-122.2929,0.486735893
"Queen Creek, Arizona",33.24866,-111.6343,0.21675332
"Queens, New York",40.68149,-73.83652,0.277867084
"Quincy, Illinois",39.9356,-91.40987,0.140484587
"Quincy, Massachusetts",42.25288,-71.00227,0.408280036
"Racine, Wisconsin",42.72613,-87.78285,0.160765851
"Radnor Township, Pennsylvania",40.044,-75.38769,0
"Raleigh, North Carolina",35.7721,-78.63861,0.272583586
"Ramapo, New York",41.11315,-74.04375,0
"Rancho Cordova, California",38.58907,-121.30273,0
"Rancho Cucamonga, California",34.1064,-117.59311,0
"Rancho Palos Verdes, California",33.74446,-118.38702,0
"Rancho Santa Margarita, California",33.64086,-117.6031,0
"Randallstown, Maryland",39.36733,-76.79525,0
"Randolph, Massachusetts",42.1626,-71.04116,0
"Rapid City, South Dakota",44.08054,-103.23101,0.109495672
"Reading, Pennsylvania",40.33565,-75.92687,0.251308742
"Redan, Georgia",33.74538,-84.13158,0
"Redding, California",40.58654,-122.39168,0
"Redford, Michigan",42.38337,-83.2966,0
"Redlands, California",34.05557,-117.18254,0.090030982
"Redmond, Washington",47.67399,-122.12151,0.238031936
"Redondo Beach, California",33.84918,-118.38841,0.177790766
"Redwood City, California",37.48522,-122.23635,0.327207516
"Reno, Nevada",39.52963,-119.8138,0.332342722
"Renton, Washington",47.48288,-122.21707,0.211308697
"Reston, Virginia",38.96872,-77.3411,0.214862867
"Revere, Massachusetts",42.40843,-71.01199,0
"Reynoldsburg, Ohio",39.95479,-82.81212,0.335848122
"Rialto, California",34.1064,-117.37032,0
"Richardson, Texas",32.94818,-96.72972,0.299725823
"Richfield, Minnesota",44.8833,-93.283,0
"Richland, Washington",46.28569,-119.28446,0.34591727
"Richmond West, Florida",25.6105,-80.42971,0
"Richmond, California",37.93576,-122.34775,0
"Richmond, Indiana",39.82894,-84.89024,0.067709513
"Richmond, Kentucky",37.74786,-84.29465,0
"Richmond, Virginia",37.55376,-77.46026,0.272179762
"Rio Rancho, New Mexico",35.23338,-106.66447,1.075036619
"Riverside, California",33.95335,-117.39616,0.361667523
"Riverton, Utah",40.52189,-111.9391,0.557398076
"Riverview, Florida",27.86614,-82.32648,0.280782327
"Riviera Beach, Florida",26.77534,-80.0581,0
"Roanoke, Virginia",37.27097,-79.94143,0.151147664
"Rochester Hills, Michigan",42.65837,-83.14993,0.13394708
"Rochester, Minnesota",44.02163,-92.4699,0.056342616
"Rochester, New York",43.15478,-77.61556,0.364462691
"Rock Hill, South Carolina",34.92487,-81.02508,0
"Rock Island, Illinois",41.50948,-90.57875,0.044814708
"Rockford, Illinois",42.27113,-89.094,0.022769529
"Rocklin, California",38.79073,-121.23578,0
"Rockville, Maryland",39.084,-77.15276,0
"Rockwall, Texas",32.93123,-96.45971,0.244018926
"Rocky Mount, North Carolina",35.93821,-77.79053,0.717338485
"Rogers, Arkansas",36.33202,-94.11854,0
"Rohnert Park, California",38.33964,-122.7011,0.813350073
"Rome, Georgia",34.25704,-85.16467,0.294126393
"Rome, New York",43.21285,-75.45573,0.327551767
"Romeoville, Illinois",41.64753,-88.08951,0.568097378
"Rosemead, California",34.08057,-118.07285,0
"Rosenberg, Texas",29.55718,-95.80856,0.378281086
"Roseville, California",38.75212,-121.28801,0.254583682
"Roseville, Michigan",42.49726,-82.93714,0.280000663
"Roseville, Minnesota",45.00608,-93.15661,0
"Ross Township, Pennsylvania",40.52549,-80.02424,0
"Ross Valley, California",37.94881,-122.54498,0
"Roswell, Georgia",34.02316,-84.36159,0.151555914
"Roswell, New Mexico",33.39437,-104.52491,0.317508737
"Round Rock, Texas",30.50826,-97.6789,0.080466736
"Rowland Heights, California",33.97612,-117.90534,0
"Rowlett, Texas",32.9029,-96.56388,0.094331319
"Roy, Utah",41.16161,-112.02633,0
"Royal Oak, Michigan",42.48948,-83.14465,0.08365674
"Royal Palm Beach, Florida",26.7084,-80.2306,0
"Rubidoux, California",33.99613,-117.4056,0
"Sacramento, California",38.58157,-121.4944,0.296940568
"Saginaw, Michigan",43.41947,-83.95081,0.275884431
"Salem, Massachusetts",42.51954,-70.89672,0.794014636
"Salem, Oregon",44.9429,-123.0351,0.247882251
"Salina, Kansas",38.84028,-97.61142,0.93720199
"Salina, New York",43.04812,-76.14742,0
"Salinas, California",36.67774,-121.6555,0.054038135
"Salisbury, Maryland",38.36067,-75.59937,0.462663094
"Salisbury, North Carolina",35.67097,-80.47423,0.32986337
"Salt Lake City, Utah",40.76078,-111.89105,0.33071816
"San Tan Valley, Arizona",33.1911,-111.528,0.413686675
"Sandy Springs, Georgia",33.92427,-84.37854,0
"Sandy, Utah",40.59161,-111.8841,0.07329728
"Sanford, Florida",28.80055,-81.27312,0.850123858
"Santa Ana, California",33.74557,-117.86783,0.331604361
"Santa Barbara, California",34.42083,-119.69819,0.439948208
"Santa Clara, California",37.35411,-121.95524,1.849259305
"Santa Clarita, California",34.39166,-118.54259,0.248963335
"Santa Cruz, California",36.97412,-122.0308,0.246452985
"Santa Fe, New Mexico",35.68698,-105.9378,0.314653973
"Santa Maria Valley, California",34.95303,-120.43572,0
"Santa Maria, California",34.95303,-120.43572,0
"Santa Monica, California",34.01945,-118.49119,0.190543988
"Santa Paula, California",34.35417,-119.05927,0
"Santa Rosa, California",38.44047,-122.71443,0.052658912
"Santee, California",32.83838,-116.97392,0.38137994
"Sarasota, Florida",27.33643,-82.53065,0.092626334
"Saratoga, California",37.26383,-122.02301,0.690218501
"Savannah, Georgia",32.08354,-81.09983,0.316297867
"Sayreville, New Jersey",40.45927,-74.36098,0
"Schaumburg, Illinois",42.03336,-88.08341,0.086219602
"Schenectady, New York",42.81424,-73.93957,0.418580933
"Schertz, Texas",29.55217,-98.26973,0.405423729
"Scottsdale, Arizona",33.50921,-111.89903,0.211511959
"Scranton, Pennsylvania",41.40916,-75.6649,0.437087257
"Seaside, California",36.61107,-121.85162,0.504526194
"Seattle Hill-Silver Firs, Washington",47.85595,-122.15838,0
"Seattle, Washington",47.60621,-122.33207,0.21004953
"Security-Widefield, Colorado",38.74728,-104.71439,0
"Severn, Maryland",39.13705,-76.6983,0
"Severna Park, Maryland",39.07039,-76.54524,0.429661017
"Shakopee, Minnesota",44.79802,-93.5269,0.224851044
"Shawnee, Kansas",39.04833,-95.67804,0.142651252
"Shawnee, Oklahoma",35.32729,-96.9253,0.126209494
"Sheboygan, Wisconsin",43.75083,-87.71453,0.156098462
"Shelby, Michigan",43.60862,-86.36396,0
"Shelton, Connecticut",41.31649,-73.09316,0.468334056
"Sherman, Texas",36.27771,-101.89348,0
"Sherwood, Arkansas",34.81509,-92.22432,0.458490333
"Shoreline, Washington",47.75565,-122.34152,0
"Shreveport, Louisiana",32.52515,-93.75018,0.648783618
"Shrewsbury, Massachusetts",42.29593,-71.71285,0
"Sierra Vista, Arizona",31.55454,-110.30369,1.201421801
"Silver Spring, Maryland",38.99067,-77.02609,0.458708345
"Simi Valley, California",34.26945,-118.78148,0.446137693
"Sioux City, Iowa",42.49999,-96.40031,0.115967886
"Sioux Falls, South Dakota",43.54997,-96.70033,0.290378007
"Skokie, Illinois",42.03336,-87.73339,0
"Smyrna, Georgia",33.88399,-84.51438,0.665434122
"Smyrna, Tennessee",35.98284,-86.5186,0
"Snoqualmie Valley, Washington",47.51825,-121.81425,0
"Socorro, Texas",31.65456,-106.30331,0
"Somerville, Massachusetts",42.3876,-71.0995,0
"South Aurora, Colorado",39.68894,-104.83219,0
"South Bend, Indiana",41.68338,-86.25001,0.093127016
"South Coast, California",33.78335,-118.34507,0
"South Davis, Utah",41.13244,-111.93022,0
"South El Dorado, California",38.93324,-119.98435,0
"South Gate, California",33.95474,-118.21202,0.131334561
"South Hill, Washington",38.92114,-77.03544,0
"South Jordan, Utah",40.56217,-111.92966,0.423005966
"South Kingstown, Rhode Island",41.48038,-71.52256,0
"South Miami Heights, Florida",25.59761,-80.38061,0
"South San Francisco, California",37.65466,-122.40775,0.091049167
"South Valley, New Mexico",35.01005,-106.67808,0
"South Westside, Florida",29.66139,-82.37167,0
"South Whittier, California",33.95015,-118.03917,0
"Southaven, Mississippi",34.98898,-90.01259,0
"Southeast Harris, Texas",30.04439,-95.55328,0
"Southfield, Michigan",42.47337,-83.22187,0.270739783
"Southglenn, Colorado",39.58721,-104.95276,0
"Southington, Connecticut",41.59649,-72.8776,0.404637389
"Southwest Orange, Florida",28.45588,-81.48968,0
"Spanish Fork, Utah",40.11496,-111.65492,0.287338611
"Sparks, Nevada",39.53491,-119.75269,0.685637092
"Spartanburg, South Carolina",34.94957,-81.93205,0.226981416
"Spokane Valley, Washington",47.67323,-117.23937,0.436867072
"Spokane, Washington",47.65966,-117.42908,0.286865214
"Spring Hill, Florida",28.47688,-82.52546,0.430882924
"Northeast Cobb, Georgia",34.06177,-84.43132,0
"Northeast Harris, Texas",29.99376,-95.27718,0
"Sammamish, Washington",47.64177,-122.0804,1.32445141
"San Angelo, Texas",31.46377,-100.43704,0.758670021
"San Antonio, Texas",29.42412,-98.49363,0.670574293
"San Bernardino, California",34.10834,-117.28977,1.026551724
"San Bruno, California",37.63049,-122.41108,1.728850576
"San Buenaventura (Ventura), California",34.27834,-119.29317,0
"San Clemente, California",33.42697,-117.61199,0.557219398
"San Diego, California",32.71571,-117.16472,0.505844695
"San Dimas, California",34.10668,-117.80673,0
"San Francisco, California",37.77493,-122.41942,0.553834939
"San Gabriel, California",34.09611,-118.10583,0
"San Gorgonio Pass, California",33.91668,-116.75085,0
"San Jacinto, California",33.78391,-116.95864,0
"San Jose, California",37.33939,-121.89496,0.414318444
"San Juan Capistrano, California",33.50169,-117.66255,0
"San Juan, Texas",26.18924,-98.15529,0
"San Leandro, California",37.72493,-122.15608,0.413529589
"San Luis Obispo, California",35.28275,-120.65962,0.174510295
"San Luis, Arizona",32.487,-114.78218,0
"San Marcos, California",33.14337,-117.16614,0
"San Marcos, Texas",29.88327,-97.94139,0.185133451
"San Mateo, California",37.56299,-122.32553,0.199930061
"San Pablo, California",37.96215,-122.34553,0.417552009
"San Rafael, California",37.97353,-122.53109,0.303524285
"San Ramon, California",37.77993,-121.97802,0
"Spring Hill, Tennessee",35.75118,-86.93,0
"Spring Valley, Nevada",36.10803,-115.245,0
"Spring Valley, New York",41.11315,-74.04375,0
"Spring, Texas",30.07994,-95.41716,0.244093497
"Springdale, Arkansas",36.18674,-94.12881,0.230296499
"Springfield, Illinois",39.80172,-89.64371,0.197588418
"Springfield, Massachusetts",42.10148,-72.58981,0.506132541
"Springfield, Missouri",37.21533,-93.29824,0.182132843
"Springfield, Ohio",39.92423,-83.80882,0.20247366
"Springfield, Oregon",44.04624,-123.02203,0.08007821
"Springfield, Virginia",38.78928,-77.1872,0.299445153
"Springville, Utah",40.16523,-111.61075,0.285838912
"St. Charles, Illinois",41.91419,-88.30869,0.145535679
"St. Charles, Maryland",38.60728,-76.92478,0
"St. Charles, Missouri",38.78394,-90.48123,0.427351011
"St. Clair Shores, Michigan",42.49698,-82.88881,0
"St. Cloud, Florida",28.2489,-81.28118,0
"St. Cloud, Minnesota",45.5608,-94.16249,0
"St. George, Utah",37.10415,-113.58412,0.154738181
"St. Joseph, Missouri",39.76861,-94.84663,0.511501211
"St. Louis Park, Minnesota",47.79631,-92.07682,0
"St. Louis, Missouri",38.62727,-90.19789,0.22064535
"St. Paul, Minnesota",44.94441,-93.09327,0.159069205
"St. Peters, Missouri",38.80033,-90.62651,0.319412267
"St. Petersburg, Florida",27.77086,-82.67927,0.106021047
"Stamford, Connecticut",41.05343,-73.53873,0
"Stanton, California",33.80252,-117.99312,0
"State College, Pennsylvania",40.79339,-77.86,0
"Staten Island, New York",40.56233,-74.13986,0.071915812
"Statesboro, Georgia",32.44879,-81.78317,0
"Sterling Heights, Michigan",42.58031,-83.0302,0.098081675
"Stillwater, Oklahoma",36.11561,-97.05837,0.122886978
"Stockton, California",37.9577,-121.29078,0.377239433
"Stow, Ohio",41.1595,-81.44039,0.18957027
"Stratford, Connecticut",41.18454,-73.13317,0
"Streamwood, Illinois",42.02558,-88.17841,0
"Strongsville, Ohio",41.3145,-81.83569,0.322065838
"Suffolk, Virginia",36.72836,-76.58496,0
"Sugar Land, Texas",29.61968,-95.63495,0.218047838
"Suitland-Silver Hill, Maryland",38.84685,-76.92591,0
"Summerville, South Carolina",33.0185,-80.17565,0.21882705
"Sumter, South Carolina",33.92044,-80.34147,0.184332757
"Sun City, Arizona",33.59754,-112.27182,0
"Sun Prairie, Wisconsin",43.1836,-89.21373,0
"Sunnyvale, California",37.36883,-122.03635,0.314641236
"Sunrise Manor, Nevada",36.21108,-115.07306,0
"Sunrise, Florida",26.13397,-80.1131,0.082368505
"Surprise, Arizona",33.63059,-112.33322,0.201403602
"Syracuse, New York",43.04812,-76.14742,0.460155445
"Tacoma, Washington",47.25288,-122.44429,0.413332965
"Tallahassee, Florida",30.43826,-84.28073,1.285143558
"Tamarac, Florida",26.21286,-80.24977,0
"Tamiami, Florida",25.75871,-80.39839,0
"Tampa, Florida",27.94752,-82.45843,0.354056047
"Tanner-Williams, Alabama",30.6936,-88.2308,0
"Taunton, Massachusetts",41.9001,-71.08977,0.164403038
"Taylor, Michigan",42.24087,-83.26965,0
"Taylorsville, Utah",40.66772,-111.93883,0
"Teaneck, New Jersey",40.8976,-74.01597,0.249583569
"Temecula, California",33.49364,-117.14836,0.079543839
"Tempe, Arizona",33.41477,-111.90931,0.21625781
"Temple City, California",34.10723,-118.05785,1.636803873
"Temple, Texas",31.09823,-97.34278,0.085110447
"Terre Haute, Indiana",39.4667,-87.41391,0.165313619
"Texarkana, Arkansas",33.44179,-94.03769,0.426724138
"Texarkana, Texas",33.42513,-94.04769,0.401055792
"Texas City, Texas",29.76328,-95.36327,0.25381473
"The Acreage, Florida",26.79404,-80.26749,0
"The Colony, Texas",33.08901,-96.88639,0
"The Hammocks, Florida",25.67149,-80.4445,0
"The Villages, Florida",28.93408,-81.95994,0.465179506
"The Woodlands, Texas",30.15799,-95.48938,0.687565975
"Thornton, Colorado",39.86804,-104.97192,0.793168633
"Thousand Oaks, California",34.17056,-118.83759,0
"Tigard, Oregon",45.43123,-122.77149,0.15903744
"Tinley Park, Illinois",41.57337,-87.78449,0.427472641
"Titusville, Florida",28.61222,-80.80755,0.106810598
"Toledo, Ohio",41.66394,-83.55521,0.235759644
"Toms River, New Jersey",39.95373,-74.19792,0
"Tooele, Utah",40.59994,-112.4644,0
"Topeka, Kansas",39.04833,-95.67804,0.243613637
"Torrance, California",33.83585,-118.34063,0.506668231
"Torrington, Connecticut",41.80065,-73.12122,0
"Town 'n' Country, Florida",28.01057,-82.57732,0
"Towson, Maryland",39.28808,-76.61076,0
"Trabuco, California",33.66252,-117.59033,0
"Tracy, California",37.73987,-121.42618,0
"Trenton, New Jersey",40.21705,-74.74294,0.224137931
"Tri-Cities, Alabama",34.74481,-87.66753,0
"Troy, Michigan",42.60559,-83.14993,0.167324416
"Troy, New York",42.72841,-73.69179,0
"Trumbull, Connecticut",41.24287,-73.20067,1.639169198
"Tuckahoe, Virginia",37.59015,-77.55638,0
"Tucson, Arizona",32.22174,-110.92648,0.577884687
"Tulare, California",36.33023,-119.29206,0
"Tulsa, Oklahoma",36.15398,-95.99277,0.111486705
"Tupelo, Mississippi",34.25807,-88.70464,0
"Turlock, California",37.49466,-120.84659,0.325111881
"Tuscaloosa, Alabama",33.20984,-87.56917,0.181602212
"Tustin, California",33.74585,-117.82617,0.127006716
"Twin Falls, Idaho",42.48158,-114.48754,0.22514473
"Tyler, Texas",32.35126,-95.30106,0.172539189
"Union City, California",37.59577,-122.01913,0.492402644
"Union City, New Jersey",40.66399,-74.2107,0
"Union, New Jersey",40.66399,-74.2107,0
"Union, New York",40.70038,-73.59291,0
"University City, Missouri",38.65588,-90.30928,1.400911551
"University Place, Washington",47.23565,-122.5504,0
"University, Florida",29.64401,-82.35495,0.39509059
"Upland, California",34.09751,-117.64839,0.68556298
"Upper Arlington, Ohio",39.99451,-83.06241,0
"Urbana, Illinois",40.11059,-88.20727,0.156354082
"Urbandale, Iowa",41.62666,-93.71217,0.174202698
"Utica, New York",43.1009,-75.23266,0.127851015
"Vacaville, California",38.35658,-121.98774,0.169603033
"Valdosta, Georgia",30.83334,-83.28032,0.551995057
"Vallejo, California",38.10409,-122.25664,0.160821341
"Valley Stream, New York",40.66427,-73.70846,1.45526212
"Valparaiso, Indiana",41.47309,-87.06114,0.243622226
"Valrico, Florida",27.93789,-82.23644,0
"Vancouver, Washington",45.63873,-122.66149,0.350801704
"Ventura, California",34.27834,-119.29317,1.050282486
"Verde, Arizona",34.56364,-111.85432,0
"Vestavia Hills, Alabama",33.44872,-86.78777,0
"Victoria, Texas",28.80527,-97.0036,0.885526386
"Victorville, California",34.53611,-117.29116,1.509619789
"Vineland, New Jersey",39.48623,-75.02573,1.658340765
"Virginia Beach, Virginia",36.85293,-75.97799,0.457353216
"Visalia, California",36.33023,-119.29206,0.356758245
"Vista, California",32.64005,-117.0842,0.534567635
"Waco, Texas",31.54933,-97.14667,0.33488607
"Waipahu, Hawaii",21.38667,-158.00917,0.900756849
"Wake Forest, North Carolina",35.97987,-78.50972,0
"Waldorf, Maryland",38.62456,-76.93914,0
"Walla Walla, Washington",46.06458,-118.34302,0
"Wallingford, Connecticut",41.45704,-72.82316,0.341083675
"Walnut Creek, California",37.90631,-122.06496,0.126350469
"Walnut, California",37.90631,-122.06496,0
"Waltham, Massachusetts",42.37649,-71.23561,0.211038412
"Warner Robins, Georgia",32.61574,-83.62664,0
"Warren, Michigan",42.49044,-83.01304,0.297095124
"Warren, Ohio",41.23756,-80.81842,0.116244725
"Warwick, Rhode Island",41.7001,-71.41617,0
"Waterbury, Connecticut",41.55815,-73.0515,0
"Waterford, Michigan",42.69303,-83.41181,0.580968091
"Waterloo, Iowa",42.49276,-92.34296,0.105428912
"Watertown, Massachusetts",42.37093,-71.18283,0
"Watsonville, California",36.91023,-121.75689,0.410403616
"Waukegan, Illinois",42.36363,-87.84479,0.150242545
"Waukesha, Wisconsin",43.01168,-88.23148,0
"Wausau, Wisconsin",44.95914,-89.63012,0
"Wauwatosa, Wisconsin",43.04946,-88.00759,0
"Waxahachie, Texas",32.38653,-96.84833,0
"Wayne, New Jersey",40.92538,-74.27654,0.077470086
"Wellington, Florida",26.65868,-80.24144,0
"Wenatchee, Washington",47.42346,-120.31035,0.281945888
"Wentzville, Missouri",38.81144,-90.85291,0
"Weslaco, Texas",26.15952,-97.99084,0.143297381
"Wesley Chapel, Florida",28.23973,-82.32787,0.203727367
"West Adams, Colorado",39.72943,-104.83192,0
"West Allis, Wisconsin",43.01668,-88.00703,0.338035583
"West Babylon, New York",40.71816,-73.35429,0
"West Bend, Wisconsin",43.42528,-88.18343,0
"West Bexar, Texas",29.44245,-98.53057,0
"West Bloomfield Township, Michigan",42.56891,-83.38356,0
"West Contra Costa, California",37.97798,-122.03107,0
"West Covina, California",34.06862,-117.93895,0.091104289
"West Des Moines, Iowa",41.57721,-93.71133,0.097169337
"West Dougherty, Georgia",31.5724,-84.17352,0
"West Fargo, North Dakota",46.87497,-96.90036,0
"West Hartford, Connecticut",41.76204,-72.74204,0
"West Haven, Connecticut",41.27065,-72.94705,0.279634655
"West Hollywood, California",34.09834,-118.32674,0.328807385
"West Jordan, Utah",40.60967,-111.9391,0.090428062
"West Lafayette, Indiana",40.42587,-86.90807,0.099606082
"West Little River, Florida",25.85704,-80.23699,0
"West New York, New Jersey",40.78788,-74.01431,0
"West Orange, New Jersey",40.79871,-74.23904,0.262503883
"West Palm Beach, Florida",26.71534,-80.05337,0.321558089
"West Sacramento, California",38.58157,-121.4944,0
"West Seneca, New York",42.85006,-78.79975,0
"West Valley City, Utah",40.69161,-112.00105,0.289288597
"Westerville, Ohio",40.12617,-82.92907,0.214260666
"Westfield, Indiana",40.04282,-86.12749,0
"Westfield, Massachusetts",42.12509,-72.74954,0.366644068
"Westfield, New Jersey",40.65899,-74.34737,0.332571574
"Westlake, Ohio",41.45532,-81.91792,0.070090353
"Westland, Michigan",42.3242,-83.40021,0.131034162
"Westminster, California",33.75918,-118.00673,0
"Westminster, Colorado",39.83665,-105.0372,0.079936933
"Westmont, California",33.9414,-118.3023,0
"Weston, Florida",26.10037,-80.39977,0.257608358
"Westside, California",38.32297,-123.05528,0
"Weymouth Town, Massachusetts",42.22093,-70.93977,0
"Weymouth, Massachusetts",42.22093,-70.93977,0.473540743
"Wheat Ridge, Colorado",39.7661,-105.07721,0
"Wheaton, Illinois",41.86614,-88.10701,0.072842057
"Wheaton, Maryland",39.03983,-77.05526,0
"Wheaton-Glenmont, Maryland",39.05762,-77.05269,0
"Wheeling, Illinois",42.08836,-87.98063,0
"White Plains, New York",41.03399,-73.76291,0.177759006
"Whitney, Nevada",36.09831,-115.0363,0
"Whittier, California",33.97918,-118.03284,0.154314872
"Wichita Falls, Texas",33.91371,-98.49339,0.314463427
"Wichita, Kansas",37.69224,-97.33754,0.217754263
"Wildomar, California",33.59891,-117.28004,0
"Wildwood, Missouri",38.58283,-90.6629,0
"Wilkes-Barre, Pennsylvania",41.24591,-75.88131,0
"Willowbrook, California",33.91696,-118.25507,0
"Wilmington, Delaware",39.74595,-75.54659,0.164997205
