Place,Globvalue,Lat,Lon
"North Peninsula, Florida",0.0,29.39331,-81.08867
"North Pinal, Arizona",0.0,33.05811,-112.04764
"North Port, Florida",0.108759472,27.29393,-80.35033
"North Providence, Rhode Island",0.268097186,41.82399,-71.41283
"North Richland Hills, Texas",0.090368474,32.8343,-97.2289
"North Ridgeville, Ohio",0.243132671,41.38949,-82.01903
"North Royalton, Ohio",0.0,41.31366,-81.72457
"North Tonawanda, New York",0.441356977,43.03867,-78.8642
"North Valleys, Nevada",0.0,39.6072,-119.8238
"North Westside, Florida",0.0,29.66139,-82.37167
"North Whidbey, Washington",0.0,48.34433,-122.66613
"Northbrook, Illinois",0.0,42.12753,-87.82895
"Northeast Tarrant, Texas",0.0,32.83207,-97.17779
"Northglenn, Colorado",0.0,39.88554,-104.9872
"Northwest Clackamas, Oregon",0.0,45.36568,-122.61231
"Northwest Dade, Florida",0.0,25.72788,-80.15671
"Northwest Harris, Texas",0.0,29.99578,-95.48605
"Northwest Umatilla, Oregon",0.0,45.91735,-119.34252
"Norwalk, California",0.760825921,33.90224,-118.08173
"Norwalk, Connecticut",0.253725844,41.1176,-73.4079
"Norwich, Connecticut",0.374704375,41.52426,-72.07591
"Novato, California",0.844714194,38.10742,-122.5697
"Novi, Michigan",0.291604508,42.48059,-83.47549
"O'Fallon, Missouri",0.0,38.81061,-90.69985
"Oak Creek, Wisconsin",0.0,42.88585,-87.86314
"Oak Lawn, Illinois",0.0,41.71087,-87.75811
"Oak Park, Illinois",0.343200812,41.88503,-87.7845
"Oakland Park, Florida",0.0,26.17231,-80.13199
"Oakland, California",0.370994358,37.80437,-122.2708
"Oakley, California",0.557861994,37.99742,-121.71245
"Oakton, Virginia",0.0,38.88095,-77.30082
"Oakville, Missouri",0.0,38.47005,-90.30456
"Ocala, Florida",0.152899285,29.1872,-82.14009
"Oceanside, California",0.0,33.19587,-117.37948
"Oceanside, New York",0.0,40.63871,-73.64013
"Ocoee, Florida",0.280884717,28.56917,-81.54396
"Odenton, Maryland",0.0,39.084,-76.70025
"Odessa, Texas",0.314891391,31.84568,-102.36764
"Ogden, Utah",0.218162275,41.223,-111.97383
"Oildale, California",0.0,35.41968,-119.01955
"Oklahoma City, Oklahoma",0.557130698,35.46756,-97.51643
"Olathe, Kansas",0.729121726,38.8814,-94.81913
"Olive Branch, Mississippi",0.0,34.96176,-89.82953
"Olney, Maryland",0.0,39.15316,-77.06692
"Olympia, Washington",0.698970075,47.03787,-122.9007
"Omaha, Nebraska",0.130141587,41.25626,-95.94043
"Ontario, California",0.104972896,34.06334,-117.65089
"Orange, California",0.093023847,33.78779,-117.85311
"Orange, New Jersey",0.0,40.76732,-74.20487
"Orangetown, New York",0.0,41.05899,-74.02181
"Orangevale, California",0.0,38.67851,-121.22578
"Oregon City, Oregon",0.488161518,45.52345,-122.67621
"Orem, Utah",0.694442091,40.2969,-111.69465
"Orland Park, Illinois",0.388505747,41.63031,-87.85394
"Orlando, Florida",0.387370849,28.53834,-81.37924
"Ormond Beach, Florida",0.180054989,29.28581,-81.05589
"Oro Valley, Arizona",0.640213696,32.39091,-110.96649
"Oshkosh, Wisconsin",0.0,44.02471,-88.54261
"Oswego, Illinois",0.45189683,41.68281,-88.35146
"Overland Park, Kansas",0.330371887,38.98223,-94.67079
"Oviedo, Florida",0.160941687,28.67,-81.20812
"Owasso, Oklahoma",0.0,36.26954,-95.85471
"Owensboro, Kentucky",0.491874243,37.77422,-87.11333
"Owings Mills, Maryland",0.0,39.41955,-76.78025
"Oxnard, California",0.36281059,34.1975,-119.17705
"Oxon Hill-Glassmanor, Maryland",0.0,38.79615,-76.97499
"Pacifica, California",0.423745024,37.61383,-122.48692
"Pahrump, Nevada",0.433193028,36.20829,-115.98391
"Palatine, Illinois",0.160186537,42.1103,-88.03424
"Palm Bay, Florida",0.222819473,28.03446,-80.58866
"Palm Beach Gardens, Florida",0.0,26.82339,-80.13865
"Palm Coast, Florida",0.140753525,29.58497,-81.20784
"Palm Desert, California",0.234668461,33.72255,-116.37697
"Palm Harbor, Florida",0.327409752,28.07807,-82.76371
"Palm Springs, California",0.643342699,33.8303,-116.54529
"Palmdale, California",0.469141595,34.57943,-118.11646
"Palo Alto, California",0.112036771,37.44188,-122.14302
"Palos Verdes, California",0.0,33.74446,-118.38702
"Panama City, Florida",0.068504866,30.15946,-85.65983
"Paradise, Nevada",0.716101695,36.09719,-115.14666
"Paramount, California",0.496532769,33.88946,-118.15979
"Park Ridge, Illinois",0.0,42.01114,-87.84062
"Parker, Colorado",0.200915736,39.5186,-104.76136
"Parkersburg, West Virginia",0.0,39.26674,-81.56151
"Parkland, Washington",0.0,47.15538,-122.43401
"Parkville, Maryland",0.0,39.37733,-76.53969
"Parkway-South Sacramento, California",0.0,38.5094,-121.45332
"Parma, Ohio",0.371673452,41.40477,-81.72291
"Pasadena, California",0.156398978,34.14778,-118.14452
"Pasadena, Texas",0.454197321,29.69106,-95.2091
"Pasco, Washington",0.102300242,46.23958,-119.10057
"Paso Robles, California",0.0,35.62664,-120.691
"Passaic, New Jersey",0.187829953,40.91677,-74.17181
"Paterson, New Jersey",0.0,40.91677,-74.17181
"Pawtucket, Rhode Island",0.0,41.87871,-71.38256
"Peabody, Massachusetts",0.0,42.52787,-70.92866
"Peachtree City, Georgia",0.448300896,33.39678,-84.59576
"Pearl City, Hawaii",0.0,21.39734,-157.97516
"Pearland, Texas",0.642799947,29.56357,-95.28605
"Pekin, Illinois",1.339722543,40.56754,-89.64066
"Pembroke Pines, Florida",0.14960993,26.00315,-80.22394
"Pendleton, California",0.0,33.30125,-117.35515
"Penfield, New York",0.0,43.13034,-77.47555
"Penn Hills, Pennsylvania",0.0,40.50118,-79.83922
"Pennsauken, New Jersey",0.0,39.95622,-75.05795
"Pensacola, Florida",0.220002441,30.42131,-87.21691
"Peoria, Arizona",0.149127331,33.5806,-112.23738
"Peoria, Illinois",0.671096586,40.69365,-89.58899
"Perinton, New York",0.0,43.09867,-77.44194
"Perris Valley, California",0.0,33.76085,-117.21837
"Perris, California",0.0,33.78252,-117.22865
"Perth Amboy, New Jersey",0.0,40.50677,-74.26542
"Petaluma, California",0.796132497,38.23242,-122.63665
"Petersburg, Virginia",0.288750683,37.22793,-77.40193
"Pflugerville, Texas",0.204600484,30.43937,-97.62
"Pharr, Texas",0.518483126,26.1948,-98.18362
"Phenix City, Alabama",0.0,32.47098,-85.00077
"Philadelphia, Pennsylvania",0.289359657,39.95233,-75.16379
"Phoenix, Arizona",0.213020865,33.44838,-112.07404
"Pico Rivera, California",0.618711865,33.98307,-118.09673
"Pikesville, Maryland",0.0,39.37427,-76.72247
"Pine Bluff, Arkansas",0.0,34.22843,-92.0032
"Pine Hills, Florida",0.0,28.55778,-81.4534
"Pinellas Park, Florida",0.0,27.8428,-82.69954
"Pittsburg, California",0.0,38.02798,-121.88468
"Pittsburgh, Pennsylvania",0.29633553,40.44062,-79.99589
"Pittsfield, Massachusetts",0.0,42.45008,-73.24538
"Placentia, California",0.35005234,33.87224,-117.87034
"Plainfield, Illinois",0.0,41.62697,-88.20395
"Plainfield, Indiana",0.314238718,39.70421,-86.39944
"Plainfield, New Jersey",1.053745499,40.63371,-74.40737
"Plano, Texas",0.223400841,33.01984,-96.69889
"Plant City, Florida",0.375846615,28.01888,-82.11469
"Plantation, Florida",0.341294773,26.13421,-80.23184
"Pleasant Grove, Utah",0.405133986,40.36412,-111.73854
"Pleasant Hill, California",0.0,37.94798,-122.0608
"Pleasanton, California",0.0,37.66243,-121.87468
"Plymouth, Minnesota",0.598301416,45.01052,-93.45551
"Pocatello, Idaho",0.307438649,42.8713,-112.44553
"Poinciana, Florida",0.220007147,28.14029,-81.45841
"Pomona, California",0.110400261,34.05529,-117.75228
"Pompano Beach, Florida",0.136464663,26.23786,-80.12477
"Ponte Vedra, Florida",0.0,30.23969,-81.38564
"Pontiac, Michigan",0.522534326,42.63892,-83.29105
"Pontiac, South Carolina",0.0,34.96762,-82.44345
"Port Arthur, Texas",0.320399817,29.88519,-93.94233
"Port Charlotte, Florida",0.348468895,26.97617,-82.09064
"Port Orange, Florida",0.0,29.13832,-80.99561
"Port St. Lucie, Florida",0.0,27.29393,-80.35033
"Portage, Indiana",0.0,41.68338,-86.25001
"Portage, Michigan",0.438611821,42.20115,-85.58
"Porterville, California",0.0,36.06523,-119.01677
"Portland, Maine",0.322262832,43.66147,-70.25533
"Portland, Oregon",0.559348836,45.52345,-122.67621
"Portsmouth, Virginia",0.230469511,36.83543,-76.29827
"Potomac, Maryland",0.0,39.01817,-77.20859
"Poughkeepsie, New York",1.014051345,41.70037,-73.92097
"Poway, California",0.375842938,32.96282,-117.03586
"Prattville, Alabama",0.432695974,32.46402,-86.4597
"Prescott Valley, Arizona",0.0,34.61002,-112.31572
"Prescott, Arizona",0.317152419,34.54002,-112.4685
"Princeton, New Jersey",0.247520428,40.34872,-74.65905
"Providence, Rhode Island",0.183407046,41.82399,-71.41283
"Provo, Utah",0.147533828,40.23384,-111.65853
"Pueblo, Colorado",0.384695431,38.25445,-104.60914
"Pullman, Washington",0.501172414,46.73127,-117.17962
"Puyallup, Washington",0.486735893,47.18538,-122.2929
"Queen Creek, Arizona",0.21675332,33.24866,-111.6343
"Queens, New York",0.277867084,40.68149,-73.83652
"Quincy, Illinois",0.140484587,39.9356,-91.40987
"Quincy, Massachusetts",0.408280036,42.25288,-71.00227
"Racine, Wisconsin",0.160765851,42.72613,-87.78285
"Radnor Township, Pennsylvania",0.0,40.044,-75.38769
"Raleigh, North Carolina",0.272583586,35.7721,-78.63861
"Ramapo, New York",0.0,41.11315,-74.04375
"Rancho Cordova, California",0.0,38.58907,-121.30273
"Rancho Cucamonga, California",0.0,34.1064,-117.59311
"Rancho Palos Verdes, California",0.0,33.74446,-118.38702
"Rancho Santa Margarita, California",0.0,33.64086,-117.6031
"Randallstown, Maryland",0.0,39.36733,-76.79525
"Randolph, Massachusetts",0.0,42.1626,-71.04116
"Rapid City, South Dakota",0.109495672,44.08054,-103.23101
"Reading, Pennsylvania",0.251308742,40.33565,-75.92687
"Redan, Georgia",0.0,33.74538,-84.13158
"Redding, California",0.0,40.58654,-122.39168
"Redford, Michigan",0.0,42.38337,-83.2966
"Redlands, California",0.090030982,34.05557,-117.18254
"Redmond, Washington",0.238031936,47.67399,-122.12151
"Redondo Beach, California",0.177790766,33.84918,-118.38841
"Redwood City, California",0.327207516,37.48522,-122.23635
"Reno, Nevada",0.332342722,39.52963,-119.8138
"Renton, Washington",0.211308697,47.48288,-122.21707
"Reston, Virginia",0.214862867,38.96872,-77.3411
"Revere, Massachusetts",0.0,42.40843,-71.01199
"Reynoldsburg, Ohio",0.335848122,39.95479,-82.81212
"Rialto, California",0.0,34.1064,-117.37032
"Richardson, Texas",0.299725823,32.94818,-96.72972
"Richfield, Minnesota",0.0,44.8833,-93.283
"Richland, Washington",0.34591727,46.28569,-119.28446
"Richmond West, Florida",0.0,25.6105,-80.42971
"Richmond, California",0.0,37.93576,-122.34775
"Richmond, Indiana",0.067709513,39.82894,-84.89024
"Richmond, Kentucky",0.0,37.74786,-84.29465
"Richmond, Virginia",0.272179762,37.55376,-77.46026
"Rio Rancho, New Mexico",1.075036619,35.23338,-106.66447
"Riverside, California",0.361667523,33.95335,-117.39616
"Riverton, Utah",0.557398076,40.52189,-111.9391
"Riverview, Florida",0.280782327,27.86614,-82.32648
"Riviera Beach, Florida",0.0,26.77534,-80.0581
"Roanoke, Virginia",0.151147664,37.27097,-79.94143
"Rochester Hills, Michigan",0.13394708,42.65837,-83.14993
"Rochester, Minnesota",0.056342616,44.02163,-92.4699
"Rochester, New York",0.364462691,43.15478,-77.61556
"Rock Hill, South Carolina",0.0,34.92487,-81.02508
"Rock Island, Illinois",0.044814708,41.50948,-90.57875
"Rockford, Illinois",0.022769529,42.27113,-89.094
"Rocklin, California",0.0,38.79073,-121.23578
"Rockville, Maryland",0.0,39.084,-77.15276
"Rockwall, Texas",0.244018926,32.93123,-96.45971
"Rocky Mount, North Carolina",0.717338485,35.93821,-77.79053
"Rogers, Arkansas",0.0,36.33202,-94.11854
"Rohnert Park, California",0.813350073,38.33964,-122.7011
"Rome, Georgia",0.294126393,34.25704,-85.16467
"Rome, New York",0.327551767,43.21285,-75.45573
"Romeoville, Illinois",0.568097378,41.64753,-88.08951
"Rosemead, California",0.0,34.08057,-118.07285
"Rosenberg, Texas",0.378281086,29.55718,-95.80856
"Roseville, California",0.254583682,38.75212,-121.28801
"Roseville, Michigan",0.280000663,42.49726,-82.93714
"Roseville, Minnesota",0.0,45.00608,-93.15661
"Ross Township, Pennsylvania",0.0,40.52549,-80.02424
"Ross Valley, California",0.0,37.94881,-122.54498
"Roswell, Georgia",0.151555914,34.02316,-84.36159
"Roswell, New Mexico",0.317508737,33.39437,-104.52491
"Round Rock, Texas",0.080466736,30.50826,-97.6789
"Rowland Heights, California",0.0,33.97612,-117.90534
"Rowlett, Texas",0.094331319,32.9029,-96.56388
"Roy, Utah",0.0,41.16161,-112.02633
"Royal Oak, Michigan",0.08365674,42.48948,-83.14465
"Royal Palm Beach, Florida",0.0,26.7084,-80.2306
"Rubidoux, California",0.0,33.99613,-117.4056
"Sacramento, California",0.296940568,38.58157,-121.4944
"Saginaw, Michigan",0.275884431,43.41947,-83.95081
"Salem, Massachusetts",0.794014636,42.51954,-70.89672
"Salem, Oregon",0.247882251,44.9429,-123.0351
"Salina, Kansas",0.93720199,38.84028,-97.61142
"Salina, New York",0.0,43.04812,-76.14742
"Salinas, California",0.054038135,36.67774,-121.6555
"Salisbury, Maryland",0.462663094,38.36067,-75.59937
"Salisbury, North Carolina",0.32986337,35.67097,-80.47423
"Salt Lake City, Utah",0.33071816,40.76078,-111.89105
"San Tan Valley, Arizona",0.413686675,33.1911,-111.528
"Sandy Springs, Georgia",0.0,33.92427,-84.37854
"Sandy, Utah",0.07329728,40.59161,-111.8841
"Sanford, Florida",0.850123858,28.80055,-81.27312
"Santa Ana, California",0.331604361,33.74557,-117.86783
"Santa Barbara, California",0.439948208,34.42083,-119.69819
"Santa Clara, California",1.849259305,37.35411,-121.95524
"Santa Clarita, California",0.248963335,34.39166,-118.54259
"Santa Cruz, California",0.246452985,36.97412,-122.0308
"Santa Fe, New Mexico",0.314653973,35.68698,-105.9378
"Santa Maria Valley, California",0.0,34.95303,-120.43572
"Santa Maria, California",0.0,34.95303,-120.43572
"Santa Monica, California",0.190543988,34.01945,-118.49119
"Santa Paula, California",0.0,34.35417,-119.05927
"Santa Rosa, California",0.052658912,38.44047,-122.71443
"Santee, California",0.38137994,32.83838,-116.97392
"Sarasota, Florida",0.092626334,27.33643,-82.53065
"Saratoga, California",0.690218501,37.26383,-122.02301
"Savannah, Georgia",0.316297867,32.08354,-81.09983
"Sayreville, New Jersey",0.0,40.45927,-74.36098
"Schaumburg, Illinois",0.086219602,42.03336,-88.08341
"Schenectady, New York",0.418580933,42.81424,-73.93957
"Schertz, Texas",0.405423729,29.55217,-98.26973
"Scottsdale, Arizona",0.211511959,33.50921,-111.89903
"Scranton, Pennsylvania",0.437087257,41.40916,-75.6649
"Seaside, California",0.504526194,36.61107,-121.85162
"Seattle Hill-Silver Firs, Washington",0.0,47.85595,-122.15838
"Seattle, Washington",0.21004953,47.60621,-122.33207
"Security-Widefield, Colorado",0.0,38.74728,-104.71439
"Severn, Maryland",0.0,39.13705,-76.6983
"Severna Park, Maryland",0.429661017,39.07039,-76.54524
"Shakopee, Minnesota",0.224851044,44.79802,-93.5269
"Shawnee, Kansas",0.142651252,39.04833,-95.67804
"Shawnee, Oklahoma",0.126209494,35.32729,-96.9253
"Sheboygan, Wisconsin",0.156098462,43.75083,-87.71453
"Shelby, Michigan",0.0,43.60862,-86.36396
"Shelton, Connecticut",0.468334056,41.31649,-73.09316
"Sherman, Texas",0.0,36.27771,-101.89348
"Sherwood, Arkansas",0.458490333,34.81509,-92.22432
"Shoreline, Washington",0.0,47.75565,-122.34152
"Shreveport, Louisiana",0.648783618,32.52515,-93.75018
"Shrewsbury, Massachusetts",0.0,42.29593,-71.71285
"Sierra Vista, Arizona",1.201421801,31.55454,-110.30369
"Silver Spring, Maryland",0.458708345,38.99067,-77.02609
"Simi Valley, California",0.446137693,34.26945,-118.78148
"Sioux City, Iowa",0.115967886,42.49999,-96.40031
"Sioux Falls, South Dakota",0.290378007,43.54997,-96.70033
"Skokie, Illinois",0.0,42.03336,-87.73339
"Smyrna, Georgia",0.665434122,33.88399,-84.51438
"Smyrna, Tennessee",0.0,35.98284,-86.5186
"Snoqualmie Valley, Washington",0.0,47.51825,-121.81425
"Socorro, Texas",0.0,31.65456,-106.30331
"Somerville, Massachusetts",0.0,42.3876,-71.0995
"South Aurora, Colorado",0.0,39.68894,-104.83219
"South Bend, Indiana",0.093127016,41.68338,-86.25001
"South Coast, California",0.0,33.78335,-118.34507
"South Davis, Utah",0.0,41.13244,-111.93022
"South El Dorado, California",0.0,38.93324,-119.98435
"South Gate, California",0.131334561,33.95474,-118.21202
"South Hill, Washington",0.0,38.92114,-77.03544
"South Jordan, Utah",0.423005966,40.56217,-111.92966
"South Kingstown, Rhode Island",0.0,41.48038,-71.52256
"South Miami Heights, Florida",0.0,25.59761,-80.38061
"South San Francisco, California",0.091049167,37.65466,-122.40775
"South Valley, New Mexico",0.0,35.01005,-106.67808
"South Westside, Florida",0.0,29.66139,-82.37167
"South Whittier, California",0.0,33.95015,-118.03917
"Southaven, Mississippi",0.0,34.98898,-90.01259
"Southeast Harris, Texas",0.0,30.04439,-95.55328
"Southfield, Michigan",0.270739783,42.47337,-83.22187
"Southglenn, Colorado",0.0,39.58721,-104.95276
"Southington, Connecticut",0.404637389,41.59649,-72.8776
"Southwest Orange, Florida",0.0,28.45588,-81.48968
"Spanish Fork, Utah",0.287338611,40.11496,-111.65492
"Sparks, Nevada",0.685637092,39.53491,-119.75269
"Spartanburg, South Carolina",0.226981416,34.94957,-81.93205
"Spokane Valley, Washington",0.436867072,47.67323,-117.23937
"Spokane, Washington",0.286865214,47.65966,-117.42908
"Spring Hill, Florida",0.430882924,28.47688,-82.52546
"Northeast Cobb, Georgia",0.0,34.06177,-84.43132
"Northeast Harris, Texas",0.0,29.99376,-95.27718
"Sammamish, Washington",1.32445141,47.64177,-122.0804
"San Angelo, Texas",0.758670021,31.46377,-100.43704
"San Antonio, Texas",0.670574293,29.42412,-98.49363
"San Bernardino, California",1.026551724,34.10834,-117.28977
"San Bruno, California",1.728850576,37.63049,-122.41108
"San Buenaventura (Ventura), California",0.0,34.27834,-119.29317
"San Clemente, California",0.557219398,33.42697,-117.61199
"San Diego, California",0.505844695,32.71571,-117.16472
"San Dimas, California",0.0,34.10668,-117.80673
"San Francisco, California",0.553834939,37.77493,-122.41942
"San Gabriel, California",0.0,34.09611,-118.10583
"San Gorgonio Pass, California",0.0,33.91668,-116.75085
"San Jacinto, California",0.0,33.78391,-116.95864
"San Jose, California",0.414318444,37.33939,-121.89496
"San Juan Capistrano, California",0.0,33.50169,-117.66255
"San Juan, Texas",0.0,26.18924,-98.15529
"San Leandro, California",0.413529589,37.72493,-122.15608
"San Luis Obispo, California",0.174510295,35.28275,-120.65962
"San Luis, Arizona",0.0,32.487,-114.78218
"San Marcos, California",0.0,33.14337,-117.16614
"San Marcos, Texas",0.185133451,29.88327,-97.94139
"San Mateo, California",0.199930061,37.56299,-122.32553
"San Pablo, California",0.417552009,37.96215,-122.34553
"San Rafael, California",0.303524285,37.97353,-122.53109
"San Ramon, California",0.0,37.77993,-121.97802
"Spring Hill, Tennessee",0.0,35.75118,-86.93
"Spring Valley, Nevada",0.0,36.10803,-115.245
"Spring Valley, New York",0.0,41.11315,-74.04375
"Spring, Texas",0.244093497,30.07994,-95.41716
"Springdale, Arkansas",0.230296499,36.18674,-94.12881
"Springfield, Illinois",0.197588418,39.80172,-89.64371
"Springfield, Massachusetts",0.506132541,42.10148,-72.58981
"Springfield, Missouri",0.182132843,37.21533,-93.29824
"Springfield, Ohio",0.20247366,39.92423,-83.80882
"Springfield, Oregon",0.08007821,44.04624,-123.02203
"Springfield, Virginia",0.299445153,38.78928,-77.1872
"Springville, Utah",0.285838912,40.16523,-111.61075
"St. Charles, Illinois",0.145535679,41.91419,-88.30869
"St. Charles, Maryland",0.0,38.60728,-76.92478
"St. Charles, Missouri",0.427351011,38.78394,-90.48123
"St. Clair Shores, Michigan",0.0,42.49698,-82.88881
"St. Cloud, Florida",0.0,28.2489,-81.28118
"St. Cloud, Minnesota",0.0,45.5608,-94.16249
"St. George, Utah",0.154738181,37.10415,-113.58412
"St. Joseph, Missouri",0.511501211,39.76861,-94.84663
"St. Louis Park, Minnesota",0.0,47.79631,-92.07682
"St. Louis, Missouri",0.22064535,38.62727,-90.19789
"St. Paul, Minnesota",0.159069205,44.94441,-93.09327
"St. Peters, Missouri",0.319412267,38.80033,-90.62651
"St. Petersburg, Florida",0.106021047,27.77086,-82.67927
"Stamford, Connecticut",0.0,41.05343,-73.53873
"Stanton, California",0.0,33.80252,-117.99312
"State College, Pennsylvania",0.0,40.79339,-77.86
"Staten Island, New York",0.071915812,40.56233,-74.13986
"Statesboro, Georgia",0.0,32.44879,-81.78317
"Sterling Heights, Michigan",0.098081675,42.58031,-83.0302
"Stillwater, Oklahoma",0.122886978,36.11561,-97.05837
"Stockton, California",0.377239433,37.9577,-121.29078
"Stow, Ohio",0.18957027,41.1595,-81.44039
"Stratford, Connecticut",0.0,41.18454,-73.13317
"Streamwood, Illinois",0.0,42.02558,-88.17841
"Strongsville, Ohio",0.322065838,41.3145,-81.83569
"Suffolk, Virginia",0.0,36.72836,-76.58496
"Sugar Land, Texas",0.218047838,29.61968,-95.63495
"Suitland-Silver Hill, Maryland",0.0,38.84685,-76.92591
"Summerville, South Carolina",0.21882705,33.0185,-80.17565
"Sumter, South Carolina",0.184332757,33.92044,-80.34147
"Sun City, Arizona",0.0,33.59754,-112.27182
"Sun Prairie, Wisconsin",0.0,43.1836,-89.21373
"Sunnyvale, California",0.314641236,37.36883,-122.03635
"Sunrise Manor, Nevada",0.0,36.21108,-115.07306
"Sunrise, Florida",0.082368505,26.13397,-80.1131
"Surprise, Arizona",0.201403602,33.63059,-112.33322
"Syracuse, New York",0.460155445,43.04812,-76.14742
"Tacoma, Washington",0.413332965,47.25288,-122.44429
"Tallahassee, Florida",1.285143558,30.43826,-84.28073
"Tamarac, Florida",0.0,26.21286,-80.24977
"Tamiami, Florida",0.0,25.75871,-80.39839
"Tampa, Florida",0.354056047,27.94752,-82.45843
"Tanner-Williams, Alabama",0.0,30.6936,-88.2308
"Taunton, Massachusetts",0.164403038,41.9001,-71.08977
"Taylor, Michigan",0.0,42.24087,-83.26965
"Taylorsville, Utah",0.0,40.66772,-111.93883
"Teaneck, New Jersey",0.249583569,40.8976,-74.01597
"Temecula, California",0.079543839,33.49364,-117.14836
"Tempe, Arizona",0.21625781,33.41477,-111.90931
"Temple City, California",1.636803873,34.10723,-118.05785
"Temple, Texas",0.085110447,31.09823,-97.34278
"Terre Haute, Indiana",0.165313619,39.4667,-87.41391
"Texarkana, Arkansas",0.426724138,33.44179,-94.03769
"Texarkana, Texas",0.401055792,33.42513,-94.04769
"Texas City, Texas",0.25381473,29.76328,-95.36327
"The Acreage, Florida",0.0,26.79404,-80.26749
"The Colony, Texas",0.0,33.08901,-96.88639
"The Hammocks, Florida",0.0,25.67149,-80.4445
"The Villages, Florida",0.465179506,28.93408,-81.95994
"The Woodlands, Texas",0.687565975,30.15799,-95.48938
"Thornton, Colorado",0.793168633,39.86804,-104.97192
"Thousand Oaks, California",0.0,34.17056,-118.83759
"Tigard, Oregon",0.15903744,45.43123,-122.77149
"Tinley Park, Illinois",0.427472641,41.57337,-87.78449
"Titusville, Florida",0.106810598,28.61222,-80.80755
"Toledo, Ohio",0.235759644,41.66394,-83.55521
"Toms River, New Jersey",0.0,39.95373,-74.19792
"Tooele, Utah",0.0,40.59994,-112.4644
"Topeka, Kansas",0.243613637,39.04833,-95.67804
"Torrance, California",0.506668231,33.83585,-118.34063
"Torrington, Connecticut",0.0,41.80065,-73.12122
"Town 'n' Country, Florida",0.0,28.01057,-82.57732
"Towson, Maryland",0.0,39.28808,-76.61076
"Trabuco, California",0.0,33.66252,-117.59033
"Tracy, California",0.0,37.73987,-121.42618
"Trenton, New Jersey",0.224137931,40.21705,-74.74294
"Tri-Cities, Alabama",0.0,34.74481,-87.66753
"Troy, Michigan",0.167324416,42.60559,-83.14993
"Troy, New York",0.0,42.72841,-73.69179
"Trumbull, Connecticut",1.639169198,41.24287,-73.20067
"Tuckahoe, Virginia",0.0,37.59015,-77.55638
"Tucson, Arizona",0.577884687,32.22174,-110.92648
"Tulare, California",0.0,36.33023,-119.29206
"Tulsa, Oklahoma",0.111486705,36.15398,-95.99277
"Tupelo, Mississippi",0.0,34.25807,-88.70464
"Turlock, California",0.325111881,37.49466,-120.84659
"Tuscaloosa, Alabama",0.181602212,33.20984,-87.56917
"Tustin, California",0.127006716,33.74585,-117.82617
"Twin Falls, Idaho",0.22514473,42.48158,-114.48754
"Tyler, Texas",0.172539189,32.35126,-95.30106
"Union City, California",0.492402644,37.59577,-122.01913
"Union City, New Jersey",0.0,40.66399,-74.2107
"Union, New Jersey",0.0,40.66399,-74.2107
"Union, New York",0.0,40.70038,-73.59291
"University City, Missouri",1.400911551,38.65588,-90.30928
"University Place, Washington",0.0,47.23565,-122.5504
"University, Florida",0.39509059,29.64401,-82.35495
"Upland, California",0.68556298,34.09751,-117.64839
"Upper Arlington, Ohio",0.0,39.99451,-83.06241
"Urbana, Illinois",0.156354082,40.11059,-88.20727
"Urbandale, Iowa",0.174202698,41.62666,-93.71217
"Utica, New York",0.127851015,43.1009,-75.23266
"Vacaville, California",0.169603033,38.35658,-121.98774
"Valdosta, Georgia",0.551995057,30.83334,-83.28032
"Vallejo, California",0.160821341,38.10409,-122.25664
"Valley Stream, New York",1.45526212,40.66427,-73.70846
"Valparaiso, Indiana",0.243622226,41.47309,-87.06114
"Valrico, Florida",0.0,27.93789,-82.23644
"Vancouver, Washington",0.350801704,45.63873,-122.66149
"Ventura, California",1.050282486,34.27834,-119.29317
"Verde, Arizona",0.0,34.56364,-111.85432
"Vestavia Hills, Alabama",0.0,33.44872,-86.78777
"Victoria, Texas",0.885526386,28.80527,-97.0036
"Victorville, California",1.509619789,34.53611,-117.29116
"Vineland, New Jersey",1.658340765,39.48623,-75.02573
"Virginia Beach, Virginia",0.457353216,36.85293,-75.97799
"Visalia, California",0.356758245,36.33023,-119.29206
"Vista, California",0.534567635,32.64005,-117.0842
"Waco, Texas",0.33488607,31.54933,-97.14667
"Waipahu, Hawaii",0.900756849,21.38667,-158.00917
"Wake Forest, North Carolina",0.0,35.97987,-78.50972
"Waldorf, Maryland",0.0,38.62456,-76.93914
"Walla Walla, Washington",0.0,46.06458,-118.34302
"Wallingford, Connecticut",0.341083675,41.45704,-72.82316
"Walnut Creek, California",0.126350469,37.90631,-122.06496
"Walnut, California",0.0,37.90631,-122.06496
"Waltham, Massachusetts",0.211038412,42.37649,-71.23561
"Warner Robins, Georgia",0.0,32.61574,-83.62664
"Warren, Michigan",0.297095124,42.49044,-83.01304
"Warren, Ohio",0.116244725,41.23756,-80.81842
"Warwick, Rhode Island",0.0,41.7001,-71.41617
"Waterbury, Connecticut",0.0,41.55815,-73.0515
"Waterford, Michigan",0.580968091,42.69303,-83.41181
"Waterloo, Iowa",0.105428912,42.49276,-92.34296
"Watertown, Massachusetts",0.0,42.37093,-71.18283
"Watsonville, California",0.410403616,36.91023,-121.75689
"Waukegan, Illinois",0.150242545,42.36363,-87.84479
"Waukesha, Wisconsin",0.0,43.01168,-88.23148
